,Username,Date,Text,Compound Score,Negative Score,Neutral Score,Positive Score,Tweets Ago
138,CBS,Mon Apr 09 16:10:50 +0000 2018,"""Nothing is off the table"" in response to Syria, @POTUS says. ""The generals will figure it out over the next 24 hou… https://t.co/BNkvf136oZ",0.0,0.0,1.0,0.0,39
139,CBS,Mon Apr 09 16:09:43 +0000 2018,"""If during the course of the negotiation [with China] they want to hit farmers because they think that hits me, I w… https://t.co/lq3DYQIjaR",0.0772,0.0,0.942,0.058,40
140,CBS,Mon Apr 09 16:05:44 +0000 2018,".@POTUS says he and Chinese President Xi Jinping are ""very good friends,"" but ""with that being said, China is takin… https://t.co/JqXrCEbwu5",0.2724,0.0,0.905,0.095,41
141,CBS,Mon Apr 09 16:03:25 +0000 2018,"""If it is Russia, if it is Syria , if it is Iran, if it is all of them together, we will figure it out and we will… https://t.co/fTnAdlmlwt",0.0,0.0,1.0,0.0,42
142,CBS,Mon Apr 09 16:00:37 +0000 2018,"The Trump brothers' business trip to Dubai just cost taxpayers $73,000. https://t.co/weCZigp3SC https://t.co/LDtwGvlsgB",0.0,0.0,1.0,0.0,43
143,CBS,Mon Apr 09 15:57:42 +0000 2018,"WATCH: ""We are studying that situation extremely closely. We are meeting with our military and everyone else that w… https://t.co/lgm7XcH3vN",0.0,0.0,1.0,0.0,44
144,CBS,Mon Apr 09 15:45:01 +0000 2018,"Remains of Navy seaman killed in Pearl Harbor attack identified, military says https://t.co/WU0H6VSOp8 https://t.co/tUipUHTsYD",-0.8225,0.388,0.612,0.0,45
145,CBS,Mon Apr 09 15:30:02 +0000 2018,Toddler hit in the head by oxygen canister on American Airlines flight https://t.co/h86MMLUcMT https://t.co/1tT2fWiOX6,0.0,0.0,1.0,0.0,46
146,CBS,Mon Apr 09 15:15:01 +0000 2018,"""Still Standing"": Sir Elton John talks stellar career and farewell tour on @CBSThisMorning https://t.co/f4FpOifCGH https://t.co/N89MZFt61d",0.0,0.0,1.0,0.0,47
147,CBS,Mon Apr 09 15:00:24 +0000 2018,"Asked about potential airstrikes against Syria's Assad regime, U.S. Defense Secretary James Mattis replied: ""I don’… https://t.co/ER57YHYwNW",0.128,0.0,0.914,0.086,48
148,CBS,Mon Apr 09 14:45:02 +0000 2018,First look at the 2019 Chevy Camaro: General Motors has taken extraordinary measures to keep the reboot of the clas… https://t.co/WC0PBfqIVp,0.0,0.0,1.0,0.0,49
149,CBS,Mon Apr 09 14:30:01 +0000 2018,Apple co-founder protests Facebook by closing his account https://t.co/Qbz1SSmfrn https://t.co/sorVxVlqmI,-0.2263,0.174,0.826,0.0,50
150,CBS,Mon Apr 09 14:15:01 +0000 2018,Dozens of students hurt when bus roof sheared off in overpass crash https://t.co/IiFLHDLT0u https://t.co/NoMlbo0mN7,-0.7269,0.337,0.663,0.0,51
151,CBS,Mon Apr 09 13:45:02 +0000 2018,"Republicans return to work with Trump agenda in mind, scrambling to compile a to-do list to satisfy a president the… https://t.co/qP7KZjEu7q",0.4588,0.0,0.857,0.143,52
152,CBS,Mon Apr 09 13:30:01 +0000 2018,"After pulling Facebook ads, Mozilla exec says trust ""isn't being earned"" https://t.co/Boo2oRO2Z9 https://t.co/XiwijxW0nd",0.5106,0.0,0.784,0.216,53
153,CBS,Mon Apr 09 13:15:01 +0000 2018,"Trump says ""to hell with it"" about staff advice: AP https://t.co/xG62YDP4d3 https://t.co/JXzrtfllrT",-0.6808,0.295,0.705,0.0,54
154,CBS,Mon Apr 09 13:01:01 +0000 2018,President Trump seeks to ease fears about trade war with China https://t.co/AVB1SflRFT https://t.co/elYHUMvYkj,-0.6369,0.349,0.521,0.13,55
155,CBS,Mon Apr 09 12:46:06 +0000 2018,"Music icon Elton John has nine #1 hits and has won 5 Grammys, an Oscar and a Tony. After touring the world for near… https://t.co/cYJfd2mH7V",0.5719,0.0,0.856,0.144,56
156,CBS,Mon Apr 09 12:41:01 +0000 2018,Self-help guru Tony Robbins asks for forgiveness after making controversial comments about #MeToo movement… https://t.co/pW57b4UUgF,0.0772,0.107,0.769,0.124,57
157,CBS,Mon Apr 09 12:37:22 +0000 2018,Facebook CEO Mark Zuckerberg will testify before 3 Congressional committees in 2 hearings this week on how his comp… https://t.co/XAW1qLYaPY,0.0,0.0,1.0,0.0,58
158,CBS,Mon Apr 09 12:34:09 +0000 2018,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/v5AuJ1FIfW,0.0,0.0,1.0,0.0,59
159,CBS,Mon Apr 09 12:24:20 +0000 2018,"First on @CBSThisMorning, a look at the 2019 Chevy Camaro before its public debut. General Motors has taken extraor… https://t.co/Eu6SMklbv9",0.0,0.0,1.0,0.0,60
160,CBS,Mon Apr 09 12:21:01 +0000 2018,"“Captain America” is now the Masters champion. Patrick Reed, 27, has won his first major title at the Masters in Au… https://t.co/vvQIt7Ai4i",0.8225,0.0,0.725,0.275,61
161,CBS,Mon Apr 09 12:15:59 +0000 2018,"A new memorial in Montgomery, Alabama features a tribute honoring thousands of victims of lynching. The memorial is… https://t.co/rMwwqAL4tf",0.25,0.112,0.728,0.16,62
162,CBS,Mon Apr 09 12:05:10 +0000 2018,U.S. officials say President Trump will wait for Monday's emergency meeting of the U.N. Security Council before dec… https://t.co/6VQsjm7ySK,-0.0516,0.118,0.773,0.109,63
163,CBS,Mon Apr 09 12:01:43 +0000 2018,"Missiles struck an air base in central Syria early Monday, but the Pentagon quickly denied claims from Syrian state… https://t.co/oAXBXxenos",-0.6542,0.229,0.771,0.0,64
164,CBS,Mon Apr 09 11:52:01 +0000 2018,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/MLnHneRJq0,0.0,0.0,1.0,0.0,65
165,CBS,Mon Apr 09 11:43:18 +0000 2018,Facebook CEO Mark Zuckerberg prepares to testify to congress this week. Cambridge Analytica improperly obtained pri… https://t.co/ojHgr3qtLo,0.0,0.0,1.0,0.0,66
166,CBS,Mon Apr 09 11:41:01 +0000 2018,"Chuck McCann, the zany comic who hosted a children's television show in the 1960s before branching out as a charact… https://t.co/pf8IrSi2Ak",0.0,0.0,1.0,0.0,67
167,CBS,Mon Apr 09 11:34:10 +0000 2018,"Self-help guru Tony Robbins is apologizing for comments he made criticizing the ""Me Too"" movement. At one of his ev… https://t.co/ft7E7qZgRs",-0.4215,0.167,0.833,0.0,68
168,CBS,Mon Apr 09 11:33:14 +0000 2018,"Here are three things you should know this morning:
1⃣U.S. National Guard on Mexico Border
2⃣Gas prices surge
3⃣""Bl… https://t.co/FCNW0XzrCg",0.0,0.0,1.0,0.0,69
169,CBS,Mon Apr 09 11:21:01 +0000 2018,"Iran: U.S. would ""regret"" violating nuke deal in ""less than a week"" https://t.co/MLTlaJGkDU https://t.co/PGlQxhswQP",-0.5423,0.226,0.774,0.0,70
170,CBS,Mon Apr 09 11:18:11 +0000 2018,Opening statements are expected to begin Monday in Bill Cosby's sexual assault re-trial. The first trial ended last… https://t.co/H8SBPK067X,-0.5859,0.174,0.826,0.0,71
171,CBS,Mon Apr 09 11:16:41 +0000 2018,An investigation is underway into the deadly fire at New York City’s Trump Tower. One 67-year-old man was killed an… https://t.co/bWRPaa8IhZ,-0.7845,0.266,0.734,0.0,72
172,CBS,Mon Apr 09 11:14:57 +0000 2018,"A vigil was held to mourn victims of a devastating bus crash in Saskatchewan, Canada. Fifteen people were killed wh… https://t.co/E0Pk8FZXrZ",-0.9485,0.542,0.458,0.0,73
173,CBS,Mon Apr 09 11:13:59 +0000 2018,44 people are injured after a bus full of high school students crashed in New York. The group was being picked up a… https://t.co/t3lNytN75o,-0.4019,0.109,0.891,0.0,74
174,CBS,Mon Apr 09 11:13:24 +0000 2018,Facebook CEO Mark Zuckerberg will testify Tuesday before Congress on how his company handles its users' data. Lawma… https://t.co/3HKwkCu838,0.0,0.0,1.0,0.0,75
175,CBS,Mon Apr 09 11:12:02 +0000 2018,"Facebook has suspended another data collecting firm on Monday. ""Cubeyou"" reportedly acted a lot like Cambridge Anal… https://t.co/GINx04Btbi",-0.1531,0.15,0.728,0.121,76
176,CBS,Mon Apr 09 11:10:14 +0000 2018,White house officials say North Korea has confirmed that dictator Kim Jong Un is ready to discuss removing all nucl… https://t.co/zwZF3DAd90,0.3612,0.0,0.889,0.111,77
177,CBS,Mon Apr 09 11:07:50 +0000 2018,U.S. officials say President Trump will wait for Monday's U.N. meeting before deciding on a U.S. response to appare… https://t.co/04P4VFyB6X,0.0,0.0,1.0,0.0,78
178,CBS,Mon Apr 09 11:05:53 +0000 2018,International outrage and threats of retaliation follow the latest apparent chemical weapons attack by Syria's gove… https://t.co/fOHrbhCNMh,-0.9022,0.482,0.518,0.0,79
179,CBS,Mon Apr 09 11:01:01 +0000 2018,U.N. to hold dual meetings about alleged chemical attack in Syria https://t.co/GxoWNhP6hr https://t.co/fvUJoFRXDZ,-0.4767,0.205,0.795,0.0,80
180,CBS,Mon Apr 09 10:56:34 +0000 2018,Mark Zuckerberg will give testimony to 3 congressional committees in two hearings. Sandy Parakilas led the team at… https://t.co/mzMtnm8R9n,0.0,0.0,1.0,0.0,81
181,CBS,Mon Apr 09 10:41:01 +0000 2018,"Commentary: Trump's Syria quandary
The president wants to get out of Syria, but he also wants to punish the ""animal… https://t.co/jKqzfUu6C4",-0.6808,0.187,0.813,0.0,82
182,CBS,Mon Apr 09 10:35:01 +0000 2018,The international community is vowing to respond after the Syrian government allegedly carried out another deadly c… https://t.co/9Y6h9mqWFf,0.0,0.0,1.0,0.0,83
183,CBS,Mon Apr 09 10:21:01 +0000 2018,"U.S. denies missile strike in Syria, Russia says Israel did it https://t.co/kRbMm7ZN49 https://t.co/VLXCz8zDLU",-0.5106,0.281,0.719,0.0,84
184,CBS,Mon Apr 09 10:03:04 +0000 2018,Howard University sit-in ends after record 9 days https://t.co/atXWIAoa27 https://t.co/CaFW7YDIVs,0.0,0.0,1.0,0.0,85
185,CBS,Mon Apr 09 09:48:03 +0000 2018,"Transcript: Treasury Secretary Steven Mnuchin on ""Face the Nation,"" April 8, 2018 https://t.co/UBqcSb6Cg3 https://t.co/oBBjZbelMp",0.2023,0.0,0.878,0.122,86
186,CBS,Mon Apr 09 09:33:04 +0000 2018,"Transcript: Sen. John Kennedy on ""Face the Nation,"" April 8, 2018 https://t.co/rwYbEb11EH https://t.co/br8Cm9MbDn",0.0,0.0,1.0,0.0,87
187,CBS,Mon Apr 09 09:18:07 +0000 2018,Who is Steve Spurrier? https://t.co/TSmuwDTq9G https://t.co/xIvrtgiaq2,0.0,0.0,1.0,0.0,88
188,CBS,Mon Apr 09 09:10:06 +0000 2018,"Iran: U.S. would ""regret"" violating nuke deal in ""less than a week"" https://t.co/ADxcfiDA09 https://t.co/vKqbq7EQxX",-0.5423,0.226,0.774,0.0,89
189,CBS,Mon Apr 09 09:03:04 +0000 2018,What has Mark Zuckerberg learned from Facebook's data controversy? https://t.co/B4s7aW9cUb https://t.co/10ifIl7403,0.0,0.0,1.0,0.0,90
190,CBS,Mon Apr 09 08:48:03 +0000 2018,"AG Sessions orders ""zero tolerance"" policy on illegal border crossings https://t.co/kvomKDHPPz https://t.co/ds6QpfDm83",-0.34,0.228,0.633,0.139,91
191,CBS,Mon Apr 09 08:33:03 +0000 2018,Al Sharpton and Parkland shooting survivor announce June rally against gun violence https://t.co/XwivxaMyAj https://t.co/sO9OWoEsYi,-0.6124,0.325,0.55,0.125,92
192,CBS,Mon Apr 09 08:18:03 +0000 2018,Nine West declares bankruptcy as retailer failures continue https://t.co/JjDpyMmy9t https://t.co/Fy1hz9aHku,-0.4588,0.25,0.75,0.0,93
193,CBS,Mon Apr 09 08:03:04 +0000 2018,Will Blake Farenthold reimburse taxpayers for $84K harassment settlement? https://t.co/FTdcr7v4Kj https://t.co/uaYVTKBqdj,-0.5423,0.259,0.741,0.0,94
194,CBS,Mon Apr 09 07:48:03 +0000 2018,Jimmy Kimmel apologizes for gay joke amid feud with Sean Hannity https://t.co/cTsfPlAQfx https://t.co/rKFVAyYNk0,0.3182,0.14,0.585,0.275,95
195,CBS,Mon Apr 09 07:33:03 +0000 2018,House Oversight Committee reviewing Scott Pruitt condo agreement https://t.co/MxutbCKt9P https://t.co/llok4WMTlL,0.4939,0.0,0.738,0.262,96
196,CBS,Mon Apr 09 07:18:03 +0000 2018,Miami dad arrested after 8-year-old son brings loaded gun to school in book bag https://t.co/MrvudqGcYv https://t.co/KXkAy6cclm,-0.6705,0.282,0.718,0.0,97
197,CBS,Mon Apr 09 07:14:03 +0000 2018,"Chuck McCann, comic and actor, dies at 83 https://t.co/PHsCpUHCZU https://t.co/1ASSxKiZny",0.0,0.0,1.0,0.0,98
198,CBS,Mon Apr 09 07:03:05 +0000 2018,Baby delivered after pregnant woman is shot in head in Ohio https://t.co/3pcoOdAAyM https://t.co/1jZjojle47,0.0,0.0,1.0,0.0,99
199,CBS,Mon Apr 09 06:48:03 +0000 2018,"Tina Fey brings her ""Mean Girls"" to Broadway https://t.co/kDnPu0si7B https://t.co/I4nA5uShCO",0.0,0.0,1.0,0.0,100
200,CNN,Mon Apr 09 22:20:57 +0000 2018,"There was no working smoke alarm in the Trump Tower apartment where a deadly fire started, a source says… https://t.co/KRMhPxaYvK",-0.7184,0.318,0.682,0.0,1
201,CNN,Mon Apr 09 22:18:28 +0000 2018,"The US will respond to the Assad regime's alleged chemical attack against Syrian civilians, US Ambassador Nikki Hal… https://t.co/Z0mO1CB2Nb",-0.4767,0.147,0.853,0.0,2
202,CNN,Mon Apr 09 22:12:15 +0000 2018,"Rep. Ruben Gallego: I'd like to remind the viewers, it's only Monday. So, God knows what's going to happen the rest… https://t.co/lUxMXkIUbe",0.5984,0.0,0.803,0.197,3
203,CNN,Mon Apr 09 22:08:33 +0000 2018,RT @CNNSitRoom: A source close to the White House says Mueller’s decision to raid the offices of Michael Cohen could well push the Presiden…,0.2732,0.0,0.913,0.087,4
204,CNN,Mon Apr 09 22:07:14 +0000 2018,"The US Department of Justice announced that seven people associated with Backpage, a classified ads website, have b… https://t.co/9ljV0ps3PH",0.5267,0.0,0.833,0.167,5
205,CNN,Mon Apr 09 22:04:38 +0000 2018,Encourage moves toward religious freedom by Islamic leaders | By Johnnie Moore via @CNNOpinion… https://t.co/fkIMeCysCL,0.8176,0.0,0.615,0.385,6
206,CNN,Mon Apr 09 21:54:58 +0000 2018,The FBI just raided Michael Cohen's office. Here's what he still hasn't told us about the Stormy Daniels payment. |… https://t.co/9QXtOteWnz,0.0,0.0,1.0,0.0,7
207,CNN,Mon Apr 09 21:39:04 +0000 2018,"More than 4,000 black men, women, and children died at the hands of white mobs between 1877 and 1950. This memorial… https://t.co/mSkXgTKkzo",-0.5574,0.146,0.854,0.0,8
208,CNN,Mon Apr 09 21:25:46 +0000 2018,"The nonpartisan Congressional Budget Office has released its 10-year budget and economic outlook, and it projects t… https://t.co/qwSccoJfeO",0.0,0.0,1.0,0.0,9
209,CNN,Mon Apr 09 21:12:14 +0000 2018,The biggest Black Lives Matter page on Facebook is fake https://t.co/exaqtOt1mR https://t.co/3Cvgp6Hkl6,-0.4588,0.218,0.704,0.077,10
210,CNN,Mon Apr 09 21:00:54 +0000 2018,"First Fortune 500 Latina CEO Geisha Williams tells @PoppyHarlowCNN why she believes immigrants are a ""secret weapon… https://t.co/WFwj5wxrzs",0.0,0.0,1.0,0.0,11
211,CNN,Mon Apr 09 20:54:26 +0000 2018,"The monster responsible for these attacks has no conscience. “The Russian regime, whose hands are all covered in th… https://t.co/DUu8ANs470",-0.4215,0.209,0.697,0.094,12
212,CNN,Mon Apr 09 20:48:09 +0000 2018,"JUST IN: President Trump has been watching TV reports of the FBI raiding the office of Michael Cohen, his longtime… https://t.co/ypHS41Y9yG",0.0,0.0,1.0,0.0,13
213,CNN,Mon Apr 09 20:41:22 +0000 2018,"""This is war."" @BillKristol says he thinks the FBI raiding Trump attorney Michael Cohen's office ""shows that we are… https://t.co/7NGqVCX68E",0.0,0.0,1.0,0.0,14
214,CNN,Mon Apr 09 20:34:48 +0000 2018,"RT @CNNMoney: Dow finishes up 46 points after most of a 440-point rally melts away. Nasdaq closes up 0.5%, S&amp;P 500 up 0.3%. https://t.co/qR…",0.0,0.0,1.0,0.0,15
215,CNN,Mon Apr 09 20:32:47 +0000 2018,"“Only a monster targets civilians and then ensures that there are no ambulances to transfer the wounded, no hospita… https://t.co/En2Bf3vwAH",-0.5267,0.206,0.794,0.0,16
216,CNN,Mon Apr 09 20:19:46 +0000 2018,"BREAKING: The FBI raided the office of the President's longtime attorney and confidant, Michael Cohen, the New York… https://t.co/A0Xx3te0hz",0.0,0.0,1.0,0.0,17
217,CNN,Mon Apr 09 19:59:45 +0000 2018,Porn star Stormy Daniels said in a new court filing that she would not have signed a hush agreement in 2016 had she… https://t.co/9WYYthR8h1,0.4939,0.0,0.868,0.132,18
218,CNN,Mon Apr 09 19:52:46 +0000 2018,Donald Trump just made the Masters all about him | Analysis by @CillizzaCNN https://t.co/hGcUTaTwTj https://t.co/HGVQNlCbhd,0.0,0.0,1.0,0.0,19
219,CNN,Mon Apr 09 19:39:14 +0000 2018,"White House press secretary Sarah Sanders on Trump's debunked voter fraud claim: ""The President still strongly feel… https://t.co/jgybW3E0FJ",-0.4019,0.174,0.731,0.096,20
220,CNN,Mon Apr 09 19:33:53 +0000 2018,"Apple co-founder Steve Wozniak says he's ""disgusted"" by how Facebook handles personal information, and that he deac… https://t.co/nQCRJjlbPF",0.0,0.0,1.0,0.0,21
221,CNN,Mon Apr 09 19:27:43 +0000 2018,Facebook has suspended another data analytics company following allegations that it misled its users over how their… https://t.co/ngLR7ZO2hR,-0.4767,0.154,0.846,0.0,22
222,CNN,Mon Apr 09 19:18:26 +0000 2018,RT @CNNPolitics: Sanders on whether Trump’s attitude toward Russian President Vladimir Putin has changed after the suspected attack in Syri…,-0.6124,0.217,0.783,0.0,23
223,CNN,Mon Apr 09 19:10:07 +0000 2018,The Democratic case against impeaching President Trump | Analysis by @CillizzaCNN https://t.co/iJhkbkgwiN https://t.co/Gne816Sdqz,0.0,0.0,1.0,0.0,24
224,CNN,Mon Apr 09 19:00:45 +0000 2018,RT @CNNPolitics: Sanders: “Signaling we want to remove our troops in no way degrades our ability to hold parties responsible” https://t.co/…,0.0,0.192,0.58,0.228,25
225,CNN,Mon Apr 09 19:00:06 +0000 2018,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/RdfRTlBJQ0",0.0,0.0,1.0,0.0,26
226,CNN,Mon Apr 09 18:59:12 +0000 2018,White House press secretary Sarah Sanders on the suspected chemical weapons attack in Syria: “As President Trump cl… https://t.co/OobP8EM9Tf,-0.7845,0.331,0.669,0.0,27
227,CNN,Mon Apr 09 18:51:32 +0000 2018,White House press secretary Sarah Sanders talks to reporters after President Trump said he would make a decision so… https://t.co/f0GqzDioAR,0.0,0.0,1.0,0.0,28
228,CNN,Mon Apr 09 18:50:04 +0000 2018,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/qWhCeSNLgG",-0.802,0.387,0.613,0.0,29
229,CNN,Mon Apr 09 18:40:04 +0000 2018,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/NHkoaY67G8,0.6808,0.0,0.781,0.219,30
230,CNN,Mon Apr 09 18:30:10 +0000 2018,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/K3YcmgZUNa",-0.0772,0.075,0.925,0.0,31
231,CNN,Mon Apr 09 18:28:00 +0000 2018,A bodyguard for boxing champ Floyd Mayweather is recovering at an Atlanta hospital after being shot in the leg outs… https://t.co/ojVt62HPF5,0.4767,0.0,0.86,0.14,32
232,CNN,Mon Apr 09 18:20:11 +0000 2018,"Gassed where they had hidden, Syrian families were killed in minutes.

11 people from one family and eight from ano… https://t.co/01Z01avB0K",-0.6705,0.184,0.816,0.0,33
233,CNN,Mon Apr 09 18:10:07 +0000 2018,"David Hogg, one of Marjory Stoneman Douglas High School's most visible student activists, will postpone his first y… https://t.co/oketcR6Acj",-0.2263,0.095,0.905,0.0,34
234,CNN,Mon Apr 09 18:00:12 +0000 2018,"Illinois Democratic Sen. Tammy Duckworth gave birth to a baby girl Monday, her office announced, the first US senat… https://t.co/G8vl4Vc2CV",0.0,0.0,1.0,0.0,35
235,CNN,Mon Apr 09 17:56:36 +0000 2018,"RT @CNNPolitics: Sen. Bill Nelson: If we don’t act on Facebook, “none of us are going to have any privacy anymore” https://t.co/j2vKcfuFuo",0.0,0.0,1.0,0.0,36
236,CNN,Mon Apr 09 17:50:03 +0000 2018,The federal government's top voice on ethics sent a letter to the EPA outlining areas of concern regarding agency c… https://t.co/GQcZs2YBFN,0.2023,0.0,0.913,0.087,37
237,CNN,Mon Apr 09 17:40:10 +0000 2018,"Voters in Anchorage, Alaska, narrowly reject a proposal to restrict bathroom access for transgender people, the fir… https://t.co/1XDALjEFwm",-0.6486,0.261,0.739,0.0,38
238,CNN,Mon Apr 09 17:30:07 +0000 2018,"Why Rick Scott's Senate candidacy is very, very good news for Republicans | Analysis by @CillizzaCNN… https://t.co/pGpb2HfJQz",0.5379,0.0,0.812,0.188,39
239,CNN,Mon Apr 09 17:20:12 +0000 2018,"Just before Bill Cosby walked into court Monday morning, a topless protester with ""Cosby rapist"" and women's names… https://t.co/dEBpuMfsbD",-0.7096,0.224,0.776,0.0,40
240,CNN,Mon Apr 09 17:10:08 +0000 2018,The stock market can't figure out President Trump's trade policy https://t.co/HAB2bsxco0 https://t.co/UoCsLTvhKE,0.0,0.0,1.0,0.0,41
241,CNN,Mon Apr 09 17:00:12 +0000 2018,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/B9rmyQdHgS https://t.co/XtVV4kelqz,-0.0258,0.154,0.647,0.199,42
242,CNN,Mon Apr 09 16:51:12 +0000 2018,At least 23 schoolchildren were among those killed Monday in northern India after their bus skidded off the road an… https://t.co/67yfiJaJxX,-0.6705,0.184,0.816,0.0,43
243,CNN,Mon Apr 09 16:43:03 +0000 2018,Some Facebook users can now see whether their data may have been obtained by political data firm Cambridge Analytic… https://t.co/HFVSiXVeK4,0.0,0.0,1.0,0.0,44
244,CNN,Mon Apr 09 16:36:26 +0000 2018,Mark Zuckerberg has a clear message for Congress in the wake of the Cambridge Analytica scandal: It's my fault:… https://t.co/sl6PxaHXyO,-0.0772,0.129,0.756,0.116,45
245,CNN,Mon Apr 09 16:24:03 +0000 2018,"President Trump strongly condemns the ""atrocious"" chemical weapons attack in Syria and says a decision on US action… https://t.co/wBVvORqpm0",-0.802,0.366,0.551,0.083,46
246,CNN,Mon Apr 09 16:15:27 +0000 2018,"Does Putin bear responsibility for the suspected chemical attack in Syria?

President Trump: “He may, yeah, he may.… https://t.co/tmDaXti97p",-0.4215,0.216,0.69,0.095,47
247,CNN,Mon Apr 09 16:06:04 +0000 2018,President Trump: “We’ll be making some major decisions over the next 24 to 48 hours” on a US response to the suspec… https://t.co/iSTwBp9FOX,0.0,0.0,1.0,0.0,48
248,CNN,Mon Apr 09 16:00:37 +0000 2018,"President Trump condemns the “heinous attack” on Syrian civilians: “This is about humanity... If it’s Russia, if it… https://t.co/vQxuUYgOo0",-0.5106,0.155,0.845,0.0,49
249,CNN,Mon Apr 09 15:51:28 +0000 2018,"Facebook CEO Mark Zuckerberg is on Capitol Hill to meet with lawmakers, including members of committees holding hea… https://t.co/vTmwxfTEHS",0.0,0.0,1.0,0.0,50
250,CNN,Mon Apr 09 15:50:06 +0000 2018,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/AgR2qL6zuv",-0.802,0.387,0.613,0.0,51
251,CNN,Mon Apr 09 15:40:08 +0000 2018,"Oklahoma teachers continue their walkout for a sixth day today, maintaining their pressure on state legislators for… https://t.co/Jppkmfi74G",-0.5423,0.231,0.769,0.0,52
252,CNN,Mon Apr 09 15:30:10 +0000 2018,"Rick Scott is the toughest challenger Bill Nelson has faced for Florida Senate, but Nelson's still a slight favorit… https://t.co/EHq9izkgN9",0.0258,0.059,0.876,0.064,53
253,CNN,Mon Apr 09 15:20:12 +0000 2018,What cities and states are doing about guns since the Parkland shooting https://t.co/vngGcWVQF7 https://t.co/9chaUhwhAl,0.0,0.0,1.0,0.0,54
254,CNN,Mon Apr 09 15:12:03 +0000 2018,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less… https://t.co/esK5Q2wVDM,-0.4588,0.16,0.84,0.0,55
255,CNN,Mon Apr 09 15:07:36 +0000 2018,People from both Canada and the United States are sharing photos of hockey sticks left on porches as a tribute to p… https://t.co/ubUTEoRBxU,0.6808,0.0,0.781,0.219,56
256,CNN,Mon Apr 09 15:03:51 +0000 2018,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/3DeQiqTNRR",-0.6597,0.252,0.748,0.0,57
257,CNN,Mon Apr 09 14:47:09 +0000 2018,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/BOh2wHicgI,0.6808,0.0,0.781,0.219,58
258,CNN,Mon Apr 09 14:31:06 +0000 2018,"When it comes to Syria, President Trump can tweet and launch strikes if he wants, but not much else | Analysis by… https://t.co/q5wp5kGq43",-0.1901,0.077,0.923,0.0,59
259,CNN,Mon Apr 09 14:21:53 +0000 2018,"RT @cnni: Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" spoke with @npwcnn from inside the detention faci…",-0.4549,0.153,0.847,0.0,60
260,CNN,Mon Apr 09 14:20:03 +0000 2018,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/QFqM3UzVxs",0.0,0.0,1.0,0.0,61
261,CNN,Mon Apr 09 14:04:35 +0000 2018,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event… https://t.co/U0Ln3fjW8v,0.3182,0.0,0.881,0.119,62
262,CNN,Mon Apr 09 13:52:05 +0000 2018,From political refugee to CEO: How Geisha Williams made history by becoming the first Latina CEO of a Fortune 500 C… https://t.co/v9AAlj9mmM,0.0,0.0,1.0,0.0,63
263,CNN,Mon Apr 09 13:40:21 +0000 2018,Defense Secretary James Mattis on the possibility of launching airstrikes against Syrian President Bashar al-Assad'… https://t.co/4Oi2LTEfJ4,0.128,0.0,0.909,0.091,64
264,CNN,Mon Apr 09 13:29:17 +0000 2018,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/Lf9lIVteVA",-0.0772,0.075,0.925,0.0,65
265,CNN,Mon Apr 09 13:20:01 +0000 2018,Attorney General Jeff Sessions just made the opioid war harder to win | via @CNNopinion https://t.co/eO2ZYGLkm8 https://t.co/5ZmHgOzoz7,-0.0258,0.18,0.645,0.175,66
266,CNN,Mon Apr 09 13:12:03 +0000 2018,"A disaster was narrowly averted in eastern India after a runaway train carrying up to 1,000 passengers rolled with… https://t.co/lGO0pA0YRX",-0.6597,0.252,0.748,0.0,67
267,CNN,Mon Apr 09 13:05:54 +0000 2018,"Syria and it most powerful ally, Russia, blamed Israel for striking an airbase in the war-torn country on Monday, f… https://t.co/dU3bFRhJlV",-0.0018,0.123,0.754,0.123,68
268,CNN,Mon Apr 09 13:00:15 +0000 2018,Stormy Daniels' legal team plans to release a composite sketch of the man the porn star says threatened her in 2011… https://t.co/Rbmaf5sW4J,-0.3612,0.128,0.809,0.064,69
269,CNN,Mon Apr 09 12:49:37 +0000 2018,"Florida Republican Gov. Rick Scott says he's running for the US Senate, setting up a serious challenge to the state… https://t.co/9oHrPWsZw6",0.0,0.063,0.874,0.063,70
